Row,Logs,bsnDot11StationAssociateFail,bsnAuthenticationFailure,ciscoLwappSiIdrDevice,bsnDot11StationAuthenticateFail,bsnDot11StationAssociate,ciscoLwappDot11ClientMovedToRunState,bsnRogueAPRemoved,bsnAPName,bsnStationUserName,bsnStationMacAddress,bsnStationAPIfSlotId,bsnStationAPMacAddr,bsnStationReasonCode,cLApName,cLApDot11IfSlotId,bsnAuthFailureUserType,bsnAuthFailureUserName,cLApSysMacAddress,cLSiIdrAffectedChannels,cLSiIdrDeviceId,cLSiIdrDeviceType,cLSiIdrPreviousClusterId,cLSiIdrClusterId,cLSiAlarmClear,cLSiIdrSeverity,bsnRogueAPDot11MacAddress,bsnRogueAPRadioType,bsnRogueAPAirespaceAPMacAddress,bsnRogueAPAirespaceAPName,bsnRogueAPAirespaceAPSlotId,cldcApMacAddress,cldcClientMacAddress,cldcClientIPAddress,cldcClientRSSI,cldcClientSNR,ciscoLwappAAARadiusReqTimedOut,claRadiusAddressType,claRadiusAddress,claRadiusPortNum,ciscoLwappAAARadiusServerWlanDeactivated,ciscoLwappDot11ClientCoverageHolePreAlarm,clrRrmNeighborApRssi,clrRrmNeighborApMacAddress,clrRrmRssiHistogramValues,clrRrmRssiHistogramMinIndex,clrRrmClientType,clrRrmRssiHistogramMaxIndex,clrRrmRssiHistogramLength,clrRrmTimeStamp,cldcIfType,clrRrmNeighborApIfType,clrRrmApTransmitPowerLevel,clrRrmNeighborApCount,ciscoLwappDot11ClientSessionTrap,cldcClientSSID,cldcClientUsername,cldcClientByIpAddress,cldcClientByIpAddressType,cLWlanChdEnable,ciscoLwappApRogueDetected,cLApRSSI,cLApDot11IfType,cLApRogueClassifiedApMacAddress,cLApRogueAPOnWiredNetwork,cLApSNR,cLApAdhocRogue,cLApRogueClassifiedRSSI,cLApRogueApMacAddress,cLApRogueApSsid,cLApRogueMode,cLApRogueIsClassifiedByRule,cLApRogueClassType,cLApRogueDetectedChannel,ciscoLwappApIfDownNotify,ciscoLwappApIfUpNotify,cLApAdminStatus,cLApDot11IfAdminStatus,cLApPortNumber,cLRuleSeverityScore,cLRuleName,bsnDot11StationDisassociate,cLApRuleName,cLApSeverityScore,cLWlanScanDeferPriority,multipleUsersTrap,ciscoLwappDot11ClientAssocNacAlert,ciscoLwappDot11ClientAssocDataStatsTrap,ciscoLwappDot11ClientDisassocDataStatsTrap,OIDs
20180106t0000,15.5497058839965,11.4277705455146,11.7133488571282,8.3059782109673,11.0423936962834,13.8436139326527,13.4286458842196,11.3548085968731,14.37803468401,14.3128289686648,14.3128289686648,14.3128289686648,14.3128289686648,13.3279830790353,13.6582378429865,14.790218111551,11.7133488571282,11.7133488571282,11.3334638147421,8.3059782109673,8.3059782109673,8.3059782109673,8.3059782109673,8.3059782109673,8.3059782109673,8.3059782109673,11.3548085968731,11.3548085968731,11.3530852973253,11.3548085968731,11.3548085968731,13.5496082419674,13.5574986084185,13.4350726406153,0,0,5.87493073085203,3.46573590279973,3.46573590279973,3.46573590279973,1.79175946922806,11.2890066131883,11.2890066131883,11.2890066131883,11.2890066131883,11.2890066131883,11.2890066131883,11.2890066131883,11.2890066131883,11.2890066131883,11.3775867257927,11.2890066131883,11.2890066131883,11.2890066131883,13.4286164366415,13.4286458842196,13.4286458842196,14.4906363239264,14.4906363239264,10.0950991562372,11.2469005083376,11.2469005083376,11.2494415739548,11.2469005083376,11.2469005083376,11.2469005083376,11.2469005083376,11.2469005083376,11.3231441532624,11.2469005083376,11.3231441532624,11.2469005083376,11.2361173890703,11.2469005083376,7.29505641646263,7.08924315502751,7.29505641646263,7.29505641646263,7.08924315502751,0,0,12.3112971519392,11.2469005083376,11.2469005083376,0,7.00850518208228,13.6793815086348,13.6236270308954,13.0383641864964,17.8452216434296
20180107t0000,15.5741936522061,11.3249197841079,11.6346385456507,8.20385137218388,10.9160698007282,13.8640082984297,13.5138823554093,11.1820018064794,14.3652329962802,14.3022035173396,14.3022035173396,14.3022035173396,14.3022035173396,13.2631995252229,13.698171923547,14.8273808878919,11.6346385456507,11.6346385456507,11.1872091752005,8.20385137218388,8.20385137218388,8.20385137218388,8.20385137218388,8.20385137218388,8.20385137218388,8.20385137218388,11.1820018064794,11.1820018064794,11.1806364663952,11.1820018064794,11.1820018064794,13.6105960926577,13.6184537689132,13.5170667855884,0,0,5.37063802812766,3.3322045101752,3.3322045101752,3.3322045101752,2.07944154167984,11.1364850359027,11.1364850359027,11.1364850359027,11.1364850359027,11.1364850359027,11.1364850359027,11.1364850359027,11.1364850359027,11.1364850359027,11.2266424134322,11.1364850359027,11.1364850359027,11.1364850359027,13.5138499054802,13.5138823554093,13.5138823554093,14.5108363635962,14.5108363635962,10.0102770467176,11.0887972800316,11.0887972800316,11.0941775294051,11.0887972800316,11.0887972800316,11.0887972800316,11.0887972800316,11.0887972800316,11.1824889765184,11.0887972800316,11.1824889765184,11.0887972800316,11.0816809038746,11.0887972800316,7.33888813383888,7.10906213568717,7.33888813383888,7.33888813383888,7.10906213568717,0,0,12.2539052084887,11.0887972800316,11.0887972800316,0,6.99668148817654,13.7982423163978,13.6257026482288,12.9891907775488,17.8613367790697
20180108t0000,15.9735614343755,11.5476649987741,11.8053039917952,8.73472100394481,11.1648987315093,14.2828951354863,13.9472008818613,11.285497749717,14.7287121232729,14.6841388695268,14.6841388695268,14.6841388695268,14.6841388695268,13.5748074867065,14.0839991075781,15.239480207915,11.8053039917952,11.8053039917952,11.3411164571928,8.73472100394481,8.73472100394481,8.73472100394481,8.73472100394481,8.73472100394481,8.73472100394481,8.73472100394481,11.285497749717,11.285497749717,11.2831852031267,11.285497749717,11.285497749717,14.0156851303777,14.0229790956524,13.9490785749181,0,0,5.96614673912369,2.99573227355399,2.99573227355399,2.99573227355399,0.693147180559945,11.217829309335,11.217829309335,11.217829309335,11.217829309335,11.217829309335,11.217829309335,11.217829309335,11.217829309335,11.217829309335,11.3004992769972,11.217829309335,11.217829309335,11.217829309335,13.9469720598422,13.9472008818613,13.9472008818613,14.9148808925763,14.9148808925763,10.3073847654721,11.2073102167084,11.2073102167084,11.2226400066483,11.2073102167084,11.2073102167084,11.2073102167084,11.2073102167084,11.2073102167084,11.3218860175566,11.2073102167084,11.3218860175566,11.2073102167084,11.2006774385732,11.2073102167084,7.45645455517621,7.2902928824466,7.45645455517621,7.45645455517621,7.2902928824466,0,0,12.5871733371857,11.2073102167084,11.2073102167084,0,7.00306545878646,14.2987585915913,14.0386709091374,13.3240985969687,18.2556419481389
20180109t0000,15.9729395814024,11.6478234234182,11.8978476718471,8.74719318352693,11.2326161468479,14.2856916714587,13.9386923275291,11.2583944404144,14.7359765612489,14.6951568073514,14.6951568073514,14.6951568073514,14.6951568073514,13.6029681158001,14.0762342466537,15.2375103261673,11.8978476718471,11.8978476718471,11.3044857800212,8.74719318352693,8.74719318352693,8.74719318352693,8.74719318352693,8.74719318352693,8.74719318352693,8.74719318352693,11.2583944404144,11.2583944404144,11.2552034087613,11.2583944404144,11.2583944404144,14.0097606856235,14.0170291665737,13.9406910537089,0,0,5.62762111369064,4.15888308335967,4.15888308335967,4.15888308335967,2.70805020110221,11.2422578226776,11.2422578226776,11.2422578226776,11.2422578226776,11.2422578226776,11.2422578226776,11.2422578226776,11.2422578226776,11.2422578226776,11.3303358722579,11.2422578226776,11.2422578226776,11.2422578226776,13.938581808554,13.9386923275291,13.9386923275291,14.9156297107422,14.9156297107422,10.3639457689383,11.1759971243494,11.1759971243494,11.1911763099019,11.1759971243494,11.1759971243494,11.1759971243494,11.1759971243494,11.1759971243494,11.2929643443473,11.1759971243494,11.2929518839868,11.1759971243494,11.1708012861727,11.1759971243494,7.19368581839511,6.98100574072173,7.19368581839511,7.19368581839511,6.98100574072173,0,0,12.6056705753603,11.1759971243494,11.1759971243494,0,6.98841318199959,14.2824858564416,14.0428022936527,13.3348341769822,18.2554142787269
20180110t0000,16.0446691081174,11.8769920234933,12.0659366331996,8.73262709966039,11.4472236007447,14.3503587162099,13.9892814955182,11.2979236793476,14.8358798241092,14.7978140986796,14.7978140986796,14.7978140986796,14.7978140986796,13.7759908401135,14.1264605701052,15.3054087927495,12.0659366331996,12.0659366331996,11.3477205785765,8.73262709966039,8.73262709966039,8.73262709966039,8.73262709966039,8.73262709966039,8.73262709966039,8.73262709966039,11.2979236793476,11.2979236793476,11.294545549505,11.2979236793476,11.2979236793476,14.060375678541,14.0674304695698,13.9913754821611,0,0,5.92425579741453,4.20469261939097,4.20469261939097,4.20469261939097,2.56494935746154,11.2952295483129,11.2952295483129,11.2952295483129,11.2952295483129,11.2952295483129,11.2952295483129,11.2952295483129,11.2952295483129,11.2952295483129,11.3813008247659,11.2952295483129,11.2952295483129,11.2952295483129,13.9889721475758,13.9892814955182,13.9892814955182,14.9899758667325,14.9899758667325,10.2895659468441,11.2161622837823,11.2161622837823,11.2395012642651,11.2161622837823,11.2161622837823,11.2161622837823,11.2161622837823,11.2161622837823,11.3309958313643,11.2161622837823,11.3309958313643,11.2161622837823,11.2095881529079,11.2161622837823,7.2291138777933,7.0184017990692,7.2291138777933,7.2291138777933,7.0184017990692,0,0,12.7938148650002,11.2161622837823,11.2161622837823,0,7.02997291170639,14.3130418017722,14.0958046564208,13.4918281812715,18.3294922951324
20180111t0000,15.9235385846783,12.1173834982344,12.2557053118378,8.60135049942296,11.3154983921607,14.2006035566521,13.767313517862,11.2435547122897,14.7966005269866,14.7556896766869,14.7556896766869,14.7556896766869,14.7556896766869,13.8997928811384,13.9294711864103,15.1721330304486,12.2557053118378,12.2557053118378,11.2967451142072,8.60135049942296,8.60135049942296,8.60135049942296,8.60135049942296,8.60135049942296,8.60135049942296,8.60135049942296,11.2435547122897,11.2435547122897,11.2414185334014,11.2435547122897,11.2435547122897,13.8516341723623,13.8601463905497,13.7708311331167,0,0,7.77527584648686,3.58351893845611,3.58351893845611,3.58351893845611,1.09861228866811,11.2338859378998,11.2338859378998,11.2338859378998,11.2338859378998,11.2338859378998,11.2338859378998,11.2338859378998,11.2338859378998,11.2338859378998,11.3367132083405,11.2338859378998,11.2338859378998,11.2338859378998,13.7662667409099,13.767313517862,13.767313517862,14.8870088966358,14.8870088966358,10.2825060106293,11.1590893448982,11.1590893448982,11.1929130196877,11.1590893448982,11.1590893448982,11.1590893448982,11.1590893448982,11.1590893448982,11.2779876337733,11.1590893448982,11.2779876337733,11.1590893448982,11.1517116645606,11.1590893448982,7.23633934275434,7.02108396428914,7.23633934275434,7.23633934275434,7.02108396428914,0,0,12.7904981123742,11.1590893448982,11.1590893448982,0,6.97914527506881,14.0151348879952,13.9512592405835,13.6199943331422,18.2196269451155
20180112t0000,15.9516985050091,12.0143611408392,12.2482169653928,8.60502090178176,11.3204444754628,14.2336483605361,13.8226728474237,11.1903620506603,14.7977803978323,14.7617134277078,14.7617134277078,14.7617134277078,14.7617134277078,13.8684701133676,13.983694312003,15.201781418808,12.2482169653928,12.2482169653928,11.2384623031327,8.60502090178176,8.60502090178176,8.60502090178176,8.60502090178176,8.60502090178176,8.60502090178176,8.60502090178176,11.1903620506603,11.1903620506603,11.1877630307415,11.1903620506603,11.1903620506603,13.9144106499525,13.9219710684059,13.8258400248571,0,0,5.57594910314632,3.68887945411394,3.68887945411394,3.68887945411394,2.19722457733622,11.391130642849,11.391130642849,11.391130642849,11.391130642849,11.391130642849,11.391130642849,11.391130642849,11.391130642849,11.391130642849,11.4802369703467,11.391130642849,11.391130642849,11.391130642849,13.8217609832938,13.8226728474237,13.8226728474237,14.9084920232599,14.9084920232599,10.3939063665245,11.1039642526054,11.1039642526054,11.1204604877891,11.1039642526054,11.1039642526054,11.1039642526054,11.1039642526054,11.1039642526054,11.2227335789029,11.1039642526054,11.2227335789029,11.1039642526054,11.0982127290553,11.1039642526054,7.39449310721904,7.20934025660291,7.39449310721904,7.39449310721904,7.20934025660291,0,0,12.831106924459,11.1039642526054,11.1039642526054,0,7.01301578963963,14.1042852832535,13.9729142267953,13.6003587375296,18.2457864486384
20180113t0000,15.6251364675623,11.8250757345892,11.9904321259434,8.1185050675871,11.1519842907415,13.8951088592116,13.4264909778066,11.1191863380375,14.5197974607808,14.474393879844,14.474393879844,14.474393879844,14.474393879844,13.6513467469786,13.6522113241082,14.8587908814662,11.9904321259434,11.9904321259434,11.2480610777989,8.1185050675871,8.1185050675871,8.1185050675871,8.1185050675871,8.1185050675871,8.1185050675871,8.1185050675871,11.1191863380375,11.1191863380375,11.1186079904641,11.1191863380375,11.1191863380375,13.5544184839193,13.564255556489,13.4309709758772,0,0,5.17048399503815,3.3322045101752,3.3322045101752,3.3322045101752,1.79175946922806,11.3482041119173,11.3482041119173,11.3482041119173,11.3482041119173,11.3482041119173,11.3482041119173,11.3482041119173,11.3482041119173,11.3482041119173,11.4348558095483,11.3482041119173,11.3482041119173,11.3482041119173,13.4264334303465,13.4264909778066,13.4264909778066,14.5794684234534,14.5794684234534,10.3167885464121,11.0355829720208,11.0355829720208,11.0411121993198,11.0355829720208,11.0355829720208,11.0355829720208,11.0355829720208,11.0355829720208,11.1513384766705,11.0355829720208,11.1513384766705,11.0355829720208,11.0283359773961,11.0355829720208,7.2848209125686,7.06390396147207,7.2848209125686,7.2848209125686,7.06390396147207,0,0,12.6480143204484,11.0355829720208,11.0355829720208,0,7.00760061395185,13.6513337844139,13.6252660976966,13.372840344001,17.9281260521601
20180114t0000,15.5907294835113,11.4353746499517,11.8318590809256,8.12799505577195,10.9440469097556,13.8679122878102,13.4134825363013,11.1359166097718,14.4680294752369,14.4134884487944,14.4134884487944,14.4134884487944,14.4134884487944,13.5467326701142,13.6195625817756,14.8300101734295,11.8318590809256,11.8318590809256,11.136353889317,8.12799505577195,8.12799505577195,8.12799505577195,8.12799505577195,8.12799505577195,8.12799505577195,8.12799505577195,11.1359166097718,11.1359166097718,11.1349685142787,11.1359166097718,11.1359166097718,13.5298504399841,13.540928964945,13.4163396000687,0,0,4.35670882668959,1.09861228866811,1.09861228866811,1.09861228866811,0,11.2304166547591,11.2304166547591,11.2304166547591,11.2304166547591,11.2304166547591,11.2304166547591,11.2304166547591,11.2304166547591,11.2304166547591,11.3212442428459,11.2304166547591,11.2304166547591,11.2304166547591,13.4134048009125,13.4134825363013,13.4134825363013,14.5491387149044,14.5491387149044,10.1635414578704,11.0384639139402,11.0384639139402,11.0462762035371,11.0384639139402,11.0384639139402,11.0384639139402,11.0384639139402,11.0384639139402,11.1647004340341,11.0384639139402,11.1647004340341,11.0384639139402,11.0334208439034,11.0384639139402,7.27586460054653,6.98564181763921,7.27586460054653,7.27586460054653,6.98564181763921,0,0,12.6217685732037,11.0384639139402,11.0384639139402,0,6.99484998583307,13.6621390744847,13.590751953153,13.3293873028386,17.8934946478715
20180115t0000,15.8423549292638,11.4664521149131,11.8932915445789,8.84735987547417,10.9513677927975,14.1357067700806,13.7209470992943,11.2884184846089,14.6777614904144,14.6317656827681,14.6317656827681,14.6317656827681,14.6317656827681,13.6916658122093,13.8830645280623,15.1016919995669,11.8932915445789,11.8932915445789,11.3296634660992,8.84735987547417,8.84735987547417,8.84735987547417,8.84735987547417,8.84735987547417,8.84735987547417,8.84735987547417,11.2884184846089,11.2884184846089,11.2859244833287,11.2884184846089,11.2884184846089,13.7996463847659,13.8089359927971,13.7235498623695,0,0,4.99043258677874,0.693147180559945,0.693147180559945,0.693147180559945,0,11.1160384595119,11.1160384595119,11.1160384595119,11.1160384595119,11.1160384595119,11.1160384595119,11.1160384595119,11.1160384595119,11.1160384595119,11.2184470160514,11.1160384595119,11.1160384595119,11.1160384595119,13.7204116558392,13.7209470992943,13.7209470992943,14.8083048189245,14.8083048189245,10.2297290618539,11.1961303575746,11.1961303575746,11.206291603157,11.1961303575746,11.1961303575746,11.1961303575746,11.1961303575746,11.1961303575746,11.3148890744557,11.1961303575746,11.3148890744557,11.1961303575746,11.1911763099019,11.1961303575746,7.30451594646016,7.10906213568717,7.30451594646016,7.30451594646016,7.10906213568717,0,0,12.7825736439708,11.1961303575746,11.1961303575746,0,7.00850518208228,14.0087860672272,13.872591024322,13.5018171037282,18.1389978139403
